Cidade;UF;Longitude;Latitude
Curralinhos;PI;-42.837602;-5.608252
Monsenhor Gil;PI;-42.607493;-5.561999
Lagoa do Piauí;PI;-42.643659;-5.418639
Demerval Lobão;PI;-42.677583;-5.358752
Passagem Franca do Piauí;PI;-42.443630;-5.860365
Elesbão Veloso;PI;-42.135458;-6.199475
Raposa;MA;-44.097343;-2.425399
Junco do Maranhão;MA;-46.090025;-1.838879
Maracaçumé;MA;-45.958734;-2.049177
Amapá do Maranhão;MA;-46.002442;-1.675241
Uruçuca;BA;-39.285085;-14.596268
Santa Rosa do Piauí;PI;-42.281375;-6.795810
Tanque do Piauí;PI;-42.279515;-6.597869
Várzea Grande;PI;-42.247973;-6.548993
Caxias;MA;-43.361749;-4.865053
Aldeias Altas;MA;-43.468931;-4.626213
Coelho Neto;MA;-43.010780;-4.252454
São Francisco do Maranhão;MA;-42.866767;-6.251590
Amarante;PI;-42.843343;-6.243045
Angical do Piauí;PI;-42.740047;-6.087864
Regeneração;PI;-42.684193;-6.231150
Santo Antônio dos Milagres;PI;-42.712322;-6.046473
São Gonçalo do Piauí;PI;-42.709537;-5.993934
São Pedro do Piauí;PI;-42.719211;-5.920780
Agricolândia;PI;-42.666371;-5.796763
Água Branca;PI;-42.636961;-5.888564
Lagoinha do Piauí;PI;-42.622325;-5.830742
Hugo Napoleão;PI;-42.559755;-5.988597
Olho d'Água do Piauí;PI;-42.559392;-5.841246
Barro Duro;PI;-42.514656;-5.816732
São Félix do Piauí;PI;-42.117179;-5.934853
São Miguel da Baixa Grande;PI;-42.193423;-5.856457
Santa Cruz dos Milagres;PI;-41.950644;-5.805808
Beneditinos;PI;-42.363820;-5.456758
Alto Longá;PI;-42.209582;-5.256341
Prata do Piauí;PI;-42.204644;-5.672653
Timon;MA;-42.832920;-5.097692
José de Freitas;PI;-42.574586;-4.751458
União;PI;-42.858285;-4.585709
Lagoa Alegre;PI;-42.630876;-4.515394
Altos;PI;-42.461160;-5.038879
Coivaras;PI;-42.207951;-5.092242
Campo Maior;PI;-42.164124;-4.821697
Cabeceiras do Piauí;PI;-42.306889;-4.477300
Barras;PI;-42.292161;-4.244675
Nossa Senhora de Nazaré;PI;-42.172954;-4.630188
Boqueirão do Piauí;PI;-42.121232;-4.481806
Cocal de Telha;PI;-41.958668;-4.557098
Boa Hora;PI;-42.135748;-4.414041
Santa Luzia;MA;-45.690026;-4.068726
Tufilândia;MA;-45.623781;-3.673550
Porto Seguro;BA;-39.064251;-16.443473
Santa Cruz Cabrália;BA;-39.029495;-16.282529
Belmonte;BA;-38.875780;-15.860789
Pau Brasil;BA;-39.645794;-15.457226
Camacan;BA;-39.491937;-15.414157
Santa Luzia;BA;-39.328678;-15.434188
Arataca;BA;-39.419017;-15.265099
Itaju do Colônia;BA;-39.728298;-15.136598
Santa Cruz da Vitória;BA;-39.811503;-14.963975
Floresta Azul;BA;-39.657877;-14.862934
Ibicaraí;BA;-39.591434;-14.857877
Almadina;BA;-39.641491;-14.708869
Jussari;BA;-39.490962;-15.192010
São José da Vitória;BA;-39.343685;-15.078666
Itapé;BA;-39.423858;-14.887641
Mascote;BA;-39.301602;-15.554159
Una;BA;-39.076507;-15.279076
Canavieiras;BA;-38.953648;-15.672205
Buerarema;BA;-39.302849;-14.959497
Itabuna;BA;-39.278056;-14.787573
Ilhéus;BA;-39.046020;-14.793045
Itagibá;BA;-39.844945;-14.278239
Barra do Rocha;BA;-39.599098;-14.199994
Coaraci;BA;-39.555609;-14.636996
Itajuípe;BA;-39.369823;-14.678766
Itacaré;BA;-38.995910;-14.278422
Camamu;BA;-39.107082;-13.939773
Igrapiúna;BA;-39.136129;-13.829543
Ituberá;BA;-39.148059;-13.724936
Maraú;BA;-39.013656;-14.103549
Cravolândia;BA;-39.803083;-13.353063
Santa Inês;BA;-39.813979;-13.279300
Ubaíra;BA;-39.665991;-13.271414
Teolândia;BA;-39.483986;-13.589639
Presidente Tancredo Neves;BA;-39.420267;-13.447064
Jiquiriçá;BA;-39.573650;-13.262101
Mutuípe;BA;-39.504367;-13.228381
Laje;BA;-39.421264;-13.167327
Brejões;BA;-39.798797;-13.103948
Amargosa;BA;-39.601966;-13.021462
Itatim;BA;-39.695199;-12.709888
São Miguel das Matas;BA;-39.457844;-13.043387
Elísio Medrado;BA;-39.519087;-12.941743
Varzedo;BA;-39.391874;-12.967153
Santa Teresinha;BA;-39.520111;-12.769130
Centro do Guilherme;MA;-46.034486;-2.448908
São Bento do Norte;RN;-35.958705;-5.092594
Centro Novo do Maranhão;MA;-46.122841;-2.126963
Governador Nunes Freire;MA;-45.877680;-2.128991
Santa Luzia do Paruá;MA;-45.780137;-2.511229
Presidente Médici;MA;-45.820014;-2.389908
Maranhãozinho;MA;-45.850679;-2.240777
Pedro do Rosário;MA;-45.349316;-2.972719
Presidente Sarney;MA;-45.359492;-2.587991
Santa Helena;MA;-45.289976;-2.244263
Turilândia;MA;-45.304411;-2.216382
Conceição do Lago-Açu;MA;-44.889531;-3.851417
Lago Verde;MA;-44.825997;-3.946611
Vitória do Mearim;MA;-44.864299;-3.451248
Cajari;MA;-45.014498;-3.327416
Viana;MA;-44.991177;-3.204510
Arari;MA;-44.766459;-3.452136
Miranda do Norte;MA;-44.581449;-3.563129
Anajatuba;MA;-44.612594;-3.262693
São Mateus do Maranhão;MA;-44.470691;-4.037361
Coroatá;MA;-44.124414;-4.134422
Pirapemas;MA;-44.221632;-3.720412
Matões do Norte;MA;-44.546772;-3.624404
Cantanhede;MA;-44.383024;-3.637569
Itapecuru Mirim;MA;-44.350848;-3.402019
Matinha;MA;-45.035016;-3.098487
Olinda Nova do Maranhão;MA;-44.989748;-2.992949
São Vicente Ferrer;MA;-44.868074;-2.894871
Palmeirândia;MA;-44.893271;-2.644330
São Bento;MA;-44.828927;-2.697812
São João Batista;MA;-44.795324;-2.953978
Bacurituba;MA;-44.732877;-2.709998
Cajapió;MA;-44.674097;-2.873262
Pinheiro;MA;-45.078825;-2.522244
Peri Mirim;MA;-44.850385;-2.576762
Bequimão;MA;-44.784199;-2.441621
Central do Maranhão;MA;-44.825385;-2.198312
Guimarães;MA;-44.601990;-2.127551
Santa Rita;MA;-44.321078;-3.142409
Bacabeira;MA;-44.316373;-2.964519
Rosário;MA;-44.253065;-2.934443
Presidente Juscelino;MA;-44.071480;-2.918724
Cachoeira Grande;MA;-44.052763;-2.930745
Axixá;MA;-44.061967;-2.839385
Icatu;MA;-44.050061;-2.772065
Alcântara;MA;-44.406182;-2.395737
Paço do Lumiar;MA;-44.101886;-2.516573
São José de Ribamar;MA;-44.059745;-2.547040
Godofredo Viana;MA;-45.779460;-1.402591
Cândido Mendes;MA;-45.716112;-1.432650
Luís Domingues;MA;-45.866979;-1.274924
Turiaçu;MA;-45.379791;-1.658925
Serrano do Maranhão;MA;-45.120735;-1.852285
Bacuri;MA;-45.132839;-1.696501
Apicum-Açu;MA;-45.086450;-1.458622
Cururupu;MA;-44.864433;-1.814746
Mirinzal;MA;-44.778655;-2.070935
Porto Rico do Maranhão;MA;-44.584229;-1.859247
Cedral;MA;-44.528114;-2.000269
Vargem Grande;MA;-43.916960;-3.536385
Nina Rodrigues;MA;-43.913420;-3.467884
Presidente Vargas;MA;-44.023403;-3.407866
São Benedito do Rio Preto;MA;-43.528720;-3.335147
Afonso Cunha;MA;-43.327527;-4.136313
Chapadinha;MA;-43.353848;-3.738754
Anapurus;MA;-43.101449;-3.675769
Belágua;MA;-43.512153;-3.154854
Urbano Santos;MA;-43.387838;-3.206417
Mata Roma;MA;-43.111204;-3.620354
Morros;MA;-44.035678;-2.853794
Humberto de Campos;MA;-43.464877;-2.598282
Primeira Cruz;MA;-43.423159;-2.505679
Santo Amaro do Maranhão;MA;-43.238033;-2.500681
Duque Bacelar;MA;-42.947696;-4.150019
Miguel Alves;PI;-42.896301;-4.168575
Buriti;MA;-42.917936;-3.941692
Brejo;MA;-42.752704;-3.677957
Nossa Senhora dos Remédios;PI;-42.618408;-3.975744
Porto;PI;-42.699820;-3.888154
Campo Largo do Piauí;PI;-42.639991;-3.804411
Matias Olímpio;PI;-42.550654;-3.714917
Milagres do Maranhão;MA;-42.613121;-3.574429
Santa Quitéria do Maranhão;MA;-42.568771;-3.493085
Madeiro;PI;-42.498072;-3.486245
Curral de Dentro;MG;-41.855684;-15.932709
Medina;MG;-41.472764;-16.224538
Cachoeira de Pajeú;MG;-41.494766;-15.968828
Águas Vermelhas;MG;-41.457127;-15.743057
Joaíma;MG;-41.022873;-16.652189
Jequitinhonha;MG;-41.011717;-16.437482
Pedra Azul;MG;-41.290948;-16.008648
Berizal;MG;-41.743202;-15.610028
Ninheira;MG;-41.756367;-15.314771
Cordeiros;BA;-41.930796;-15.035641
Piripá;BA;-41.716841;-14.944379
Presidente Jânio Quadros;BA;-41.679792;-14.688485
Divisa Alegre;MG;-41.346291;-15.722071
Cândido Sales;BA;-41.241438;-15.499309
Divisópolis;MG;-40.999690;-15.725350
Encruzilhada;BA;-40.912432;-15.530168
Tremedal;BA;-41.414198;-14.973625
Belo Campo;BA;-41.265172;-15.033362
Caraíbas;BA;-41.260336;-14.717677
Felisburgo;MG;-40.760502;-16.634828
Rio do Prado;MG;-40.571371;-16.605648
Palmópolis;MG;-40.429609;-16.736375
Rubim;MG;-40.539714;-16.377494
Almenara;MG;-40.694163;-16.178459
Bandeira;MG;-40.562163;-15.878315
Jordânia;MG;-40.184051;-15.900924
Salto da Divisa;MG;-39.939088;-16.006327
Mata Verde;MG;-40.736559;-15.686917
Ribeirão do Largo;BA;-40.744137;-15.450775
Macarani;BA;-40.420888;-15.564563
Itambé;BA;-40.629955;-15.242913
Vitória da Conquista;BA;-40.844159;-14.861466
Caatiba;BA;-40.409156;-14.969854
Barra do Choça;BA;-40.579058;-14.865423
Maiquinique;BA;-40.258722;-15.623985
Itapetinga;BA;-40.248236;-15.247533
Itarantim;BA;-40.064960;-15.652819
Potiraguá;BA;-39.863846;-15.594290
Nova Canaã;BA;-40.145800;-14.791242
Itororó;BA;-40.068401;-15.109988
Firmino Alves;BA;-39.926859;-14.982334
Ibicuí;BA;-39.987915;-14.844960
Iguaí;BA;-40.089417;-14.752754
Guajeru;BA;-41.938064;-14.546680
Malhada de Pedras;BA;-41.884220;-14.384673
Maetinga;BA;-41.491460;-14.662335
Aracatu;BA;-41.464783;-14.427986
Brumado;BA;-41.669592;-14.202127
Livramento de Nossa Senhora;BA;-41.843187;-13.636868
Dom Basílio;BA;-41.767663;-13.756499
Anagé;BA;-41.135569;-14.615120
Caetanos;BA;-40.917506;-14.334745
Tanhaçu;BA;-41.247271;-14.019662
Ituaçu;BA;-41.300284;-13.810651
Contendas do Sincorá;BA;-41.047953;-13.753690
Rio de Contas;BA;-41.804764;-13.585218
Piatã;BA;-41.770177;-13.146549
Jussiape;BA;-41.588209;-13.515514
Boninal;BA;-41.828604;-12.706887
Barra da Estiva;BA;-41.334697;-13.623699
Ibicoara;BA;-41.283989;-13.405918
Iramaia;BA;-40.959471;-13.290186
Mucugê;BA;-41.370271;-13.005300
Andaraí;BA;-41.329658;-12.804916
Itaeté;BA;-40.967740;-12.983121
Nova Redenção;BA;-41.074785;-12.815001
Ibiquera;BA;-40.933774;-12.644354
Mirante;BA;-40.771799;-14.238469
Planalto;BA;-40.471843;-14.665370
Bom Jesus da Serra;BA;-40.512556;-14.366312
Poções;BA;-40.363354;-14.523391
Boa Nova;BA;-40.206444;-14.359754
Dário Meira;BA;-39.903129;-14.422900
Itagi;BA;-40.013112;-14.161500
Manoel Vitorino;BA;-40.239895;-14.147617
Lafaiete Coutinho;BA;-40.211890;-13.654100
Aiquara;BA;-39.893653;-14.126918
Jitaúna;BA;-39.896892;-14.013085
Jequié;BA;-40.087704;-13.850888
Maracás;BA;-40.432333;-13.435468
Marcionílio Souza;BA;-40.529457;-13.006437
Boa Vista do Tupim;BA;-40.606376;-12.649774
Itiruçu;BA;-40.147186;-13.529043
Lajedo do Tabocal;BA;-40.220429;-13.466286
Planaltino;BA;-40.369519;-13.261789
Jaguaquara;BA;-39.964009;-13.524834
Itaquara;BA;-39.937767;-13.445890
Irajuba;BA;-40.084820;-13.256331
Iaçu;BA;-40.205609;-12.766637
Nova Itarana;BA;-40.065267;-13.024055
Milagres;BA;-39.861092;-12.864635
Guaratinga;BA;-39.784713;-16.583276
Itabela;BA;-39.559318;-16.573188
Eunápolis;BA;-39.582122;-16.371498
Itagimirim;BA;-39.613317;-16.081919
Itapebi;BA;-39.532863;-15.955063
Castro Alves;BA;-39.424753;-12.757950
Nilo Peçanha;BA;-39.109111;-13.603992
Taperoá;BA;-39.100948;-13.532133
Valença;BA;-39.072953;-13.366948
Cairu;BA;-39.046525;-13.490377
Jaguaripe;BA;-38.893891;-13.110924
Santo Antônio de Jesus;BA;-39.258403;-12.961387
Dom Macedo Costa;BA;-39.192259;-12.901582
Muniz Ferreira;BA;-39.109247;-13.009227
Conceição do Almeida;BA;-39.171466;-12.783579
Sapeaçu;BA;-39.182426;-12.720764
São Felipe;BA;-39.089320;-12.839439
Cruz das Almas;BA;-39.100787;-12.667516
Aratuípe;BA;-39.003763;-13.071595
Nazaré;BA;-39.010835;-13.023491
Governador Mangabeira;BA;-39.041207;-12.599415
Muritiba;BA;-38.992052;-12.632901
São Félix;BA;-38.972710;-12.610433
Cachoeira;BA;-38.958695;-12.599443
Maragogipe;BA;-38.917519;-12.776020
Salinas da Margarida;BA;-38.756164;-12.873014
Itaparica;BA;-38.679950;-12.893205
Vera Cruz;BA;-38.615295;-12.956845
Saubara;BA;-38.762473;-12.738664
São Francisco do Conde;BA;-38.678601;-12.618345
Madre de Deus;BA;-38.615316;-12.744621
Candeias;BA;-38.547152;-12.671566
Lauro de Freitas;BA;-38.321008;-12.897800
Simões Filho;BA;-38.402944;-12.786587
Camaçari;BA;-38.326265;-12.699638
Seabra;BA;-41.772159;-12.416905
Palmeiras;BA;-41.580886;-12.505865
Iraquara;BA;-41.615504;-12.242880
Souto Soares;BA;-41.642717;-12.088046
Barro Alto;BA;-41.905441;-11.760493
Canarana;BA;-41.767705;-11.685831
Mulungu do Morro;BA;-41.637352;-11.964776
Cafarnaum;BA;-41.468823;-11.691399
Lençóis;BA;-41.392825;-12.561604
Wagner;BA;-41.171476;-12.281901
Lajedinho;BA;-40.904752;-12.352889
Utinga;BA;-41.095432;-12.078277
Bonito;BA;-41.264698;-11.966768
Morro do Chapéu;BA;-41.156461;-11.548804
Lapão;BA;-41.828615;-11.385096
Irecê;BA;-41.853462;-11.303317
São Gabriel;BA;-41.884267;-11.217453
João Dourado;BA;-41.654799;-11.348642
América Dourada;BA;-41.439007;-11.442938
Várzea Nova;BA;-40.943173;-11.255685
Umburanas;BA;-41.323428;-10.733902
Ourolândia;BA;-41.075576;-10.957848
Ruy Barbosa;BA;-40.493101;-12.281612
Dormentes;PE;-40.766168;-8.441163
Lagoa Grande;PE;-40.276732;-8.994525
Curaçá;BA;-39.899671;-8.984577
Paripiranga;BA;-37.862561;-10.685885
Simão Dias;SE;-37.809746;-10.738652
Andorinha;BA;-39.839142;-10.348214
Monte Santo;BA;-39.332077;-10.437413
Ibirajuba;PE;-36.181151;-8.576331
Cachoeirinha;PE;-36.240182;-8.486685
Cajueiro;AL;-36.155937;-9.399402
Capela;AL;-36.082583;-9.415041
Murici;AL;-35.942798;-9.306823
Branquinha;AL;-36.016152;-9.233420
São José da Laje;AL;-36.051489;-9.012779
União dos Palmares;AL;-36.022270;-9.159210
Ibateguara;AL;-35.937325;-8.978232
Messias;AL;-35.839182;-9.393843
Flexeiras;AL;-35.713933;-9.272807
Joaquim Gomes;AL;-35.747381;-9.132805
Colônia Leopoldina;AL;-35.721414;-8.918058
Novo Lino;AL;-35.664001;-8.941905
Bodocó;PE;-39.933797;-7.777592
Alegrete do Piauí;PI;-40.856587;-7.241964
Francisco Macedo;PI;-40.787999;-7.331000
Hidrolândia;CE;-40.405595;-4.409579
Tapiramutá;BA;-40.792656;-11.847480
Mundo Novo;BA;-40.471390;-11.854080
Piritiba;BA;-40.558739;-11.730008
Itaberaba;BA;-40.305897;-12.524182
Macajuba;BA;-40.357058;-12.132592
Baixa Grande;BA;-40.168970;-11.951884
Mairi;BA;-40.143732;-11.710704
Várzea da Roça;BA;-40.132829;-11.600463
Pintadas;BA;-39.900859;-11.811712
Miguel Calmon;BA;-40.603084;-11.429891
Jacobina;BA;-40.511693;-11.181217
Caém;BA;-40.432039;-11.067693
Mirangaba;BA;-40.573996;-10.960983
Saúde;BA;-40.415458;-10.942790
Várzea do Poço;BA;-40.314941;-11.527307
Serrolândia;BA;-40.298327;-11.408476
Quixabeira;BA;-40.120045;-11.403061
Caldeirão Grande;BA;-40.295577;-11.020798
Capim Grosso;BA;-40.008951;-11.379659
São José do Jacuípe;BA;-39.866934;-11.413680
Ponto Novo;BA;-40.131144;-10.865300
Pindobaçu;BA;-40.367472;-10.743338
Campo Formoso;BA;-40.320031;-10.510550
Antônio Gonçalves;BA;-40.278489;-10.576686
Filadélfia;BA;-40.143710;-10.740475
Sento Sé;BA;-41.878563;-9.741378
Capitão Gervásio Oliveira;PI;-41.813973;-8.496548
Lagoa do Barro do Piauí;PI;-41.534200;-8.476734
Casa Nova;BA;-40.973977;-9.164083
Queimada Nova;PI;-41.410614;-8.570637
Afrânio;PE;-41.009544;-8.511358
Sobradinho;BA;-40.814550;-9.450243
Senhor do Bonfim;BA;-40.186532;-10.459354
Jaguarari;BA;-40.199938;-10.256859
Juazeiro;BA;-40.503251;-9.416217
Petrolina;PE;-40.502731;-9.388662
Ipirá;BA;-39.735941;-12.156057
Rafael Jambeiro;BA;-39.500658;-12.405257
Serra Preta;BA;-39.330490;-12.156039
Pé de Serra;BA;-39.611037;-11.831289
Capela do Alto Alegre;BA;-39.834912;-11.665797
Nova Fátima;BA;-39.630215;-11.603116
Riachão do Jacuípe;BA;-39.381812;-11.806681
Santo Estêvão;BA;-39.250541;-12.427981
Cabaceiras do Paraguaçu;BA;-39.190231;-12.531694
Antônio Cardoso;BA;-39.117555;-12.433493
Ipecaetá;BA;-39.306921;-12.302846
Anguera;BA;-39.246186;-12.146157
Conceição da Feira;BA;-38.997823;-12.507835
São Gonçalo dos Campos;BA;-38.966294;-12.433096
Feira de Santana;BA;-38.966293;-12.266429
Tanquinho;BA;-39.103312;-11.967965
Candeal;BA;-39.120277;-11.804851
Conceição do Coité;BA;-39.280827;-11.559953
Ichu;BA;-39.190523;-11.743065
Santa Bárbara;BA;-38.968085;-11.951490
Santanópolis;BA;-38.869372;-12.031109
Serrinha;BA;-39.009976;-11.658407
Lamarão;BA;-38.887009;-11.773013
Biritinga;BA;-38.805055;-11.607156
Gavião;BA;-39.775751;-11.468796
São Domingos;BA;-39.526792;-11.464927
Valente;BA;-39.456953;-11.406233
Retirolândia;BA;-39.423358;-11.483198
Santaluz;BA;-39.375005;-11.250826
Queimadas;BA;-39.629347;-10.973561
Itiúba;BA;-39.844616;-10.694761
Nordestina;BA;-39.429705;-10.819169
Cansanção;BA;-39.494388;-10.664713
Teofilândia;BA;-38.991264;-11.482719
Araci;BA;-38.958385;-11.325316
Quijingue;BA;-39.213694;-10.750519
Euclides da Cunha;BA;-39.015286;-10.507754
Santo Amaro;BA;-38.713679;-12.547206
Amélia Rodrigues;BA;-38.756289;-12.391429
Conceição do Jacuípe;BA;-38.768433;-12.326831
Terra Nova;BA;-38.623804;-12.388754
Coração de Maria;BA;-38.748654;-12.233332
Teodoro Sampaio;BA;-38.634738;-12.294998
Pedrão;BA;-38.648715;-12.149140
São Sebastião do Passé;BA;-38.490513;-12.512264
Mata de São João;BA;-38.300898;-12.530685
Catu;BA;-38.379108;-12.351274
Pojuca;BA;-38.337436;-12.430336
Aramari;BA;-38.496937;-12.088399
Alagoinhas;BA;-38.420772;-12.133526
Irará;BA;-38.763139;-12.050449
Água Fria;BA;-38.763863;-11.861836
Ouriçangas;BA;-38.616624;-12.017497
Sátiro Dias;BA;-38.593822;-11.592928
Inhambupe;BA;-38.355048;-11.780955
Araças;BA;-38.202658;-12.220038
Itanagra;BA;-38.043595;-12.261435
Entre Rios;BA;-38.087125;-11.939164
Aporá;BA;-38.081418;-11.657708
Acajutiba;BA;-38.019737;-11.657522
Cardeal da Silva;BA;-37.946905;-11.947191
Esplanada;BA;-37.943216;-11.794215
Jandaíra;BA;-37.785274;-11.561614
Olindina;BA;-38.337863;-11.349693
Nova Soure;BA;-38.487103;-11.232948
Cipó;BA;-38.517942;-11.103172
Macau;RN;-36.631842;-5.107947
Guamaré;RN;-36.322172;-5.106194
Galinhos;RN;-36.275449;-5.090901
Caiçara do Norte;RN;-36.071690;-5.070913
Pedra Grande;RN;-35.876018;-5.149882
Parazinho;RN;-35.839787;-5.222758
Gravatá;PE;-35.567458;-8.211184
Amaraji;PE;-35.450051;-8.376914
Chã Grande;PE;-35.457148;-8.238271
Pombos;PE;-35.396732;-8.139816
Passira;PE;-35.581261;-7.997102
Salgadinho;PE;-35.650288;-7.926901
João Alfredo;PE;-35.578715;-7.865649
Feira Grande;AL;-36.681521;-9.898586
Arapiraca;AL;-36.661471;-9.754866
São Sebastião;AL;-36.558967;-9.930434
Junqueiro;AL;-36.480346;-9.906961
Limoeiro de Anadia;AL;-36.512097;-9.740983
Graça;CE;-40.749026;-4.044215
Pacujá;CE;-40.698885;-3.983272
Ibiapina;CE;-40.891147;-3.924025
Frecheirinha;CE;-40.818019;-3.755572
Mucambo;CE;-40.745222;-3.902714
Reriutaba;CE;-40.575915;-4.141911
Varjota;CE;-40.474083;-4.193871
Cariré;CE;-40.476028;-3.948584
Groaíras;CE;-40.385225;-3.917868
Coreaú;CE;-40.658656;-3.541496
Moraújo;CE;-40.677577;-3.463112
Martinópole;CE;-40.689581;-3.225198
Alcântaras;CE;-40.547867;-3.585369
Meruoca;CE;-40.453106;-3.539741
Uruoca;CE;-40.562760;-3.308194
Senador Sá;CE;-40.466200;-3.353050
Sobral;CE;-40.348210;-3.689133
Forquilha;CE;-40.263405;-3.799447
Cumaru;PE;-35.695748;-8.008266
Alcantil;PB;-36.051083;-7.736681
Riacho de Santo Antônio;PB;-36.157018;-7.680234
Boqueirão;PB;-36.130887;-7.487004
Barra de Santana;PB;-35.991325;-7.518085
Caturité;PB;-36.030589;-7.416586
Santa Maria do Cambucá;PE;-35.894138;-7.836760
Vertente do Lério;PE;-35.849054;-7.770844
Santa Cecília;PB;-35.876375;-7.738901
Ribeira do Amparo;BA;-38.424211;-11.042071
Tucano;BA;-38.789407;-10.958388
Ribeira do Pombal;BA;-38.538152;-10.837299
Banzaê;BA;-38.621243;-10.578784
Heliópolis;BA;-38.290664;-10.682539
Cícero Dantas;BA;-38.379377;-10.589664
Crisópolis;BA;-38.151480;-11.505929
Itapicuru;BA;-38.226229;-11.308836
Rio Real;BA;-37.933243;-11.481370
Cristinápolis;SE;-37.758494;-11.466778
Tomar do Geru;SE;-37.843338;-11.369391
Tobias Barreto;SE;-37.999451;-11.179799
Itabaianinha;SE;-37.787505;-11.269268
Poço Verde;SE;-38.181294;-10.715129
Fátima;BA;-38.223891;-10.616013
Adustina;BA;-38.111265;-10.543690
Uauá;BA;-39.479396;-9.833247
Canudos;BA;-39.147059;-9.900135
Santa Maria da Boa Vista;PE;-39.824056;-8.797655
Orocó;PE;-39.602631;-8.610258
Chorrochó;BA;-39.097942;-8.969498
Macururé;BA;-39.051784;-9.162258
Abaré;BA;-39.116178;-8.720734
Cabrobó;PE;-39.309384;-8.505484
Belém de São Francisco;PE;-38.962255;-8.750460
Antas;BA;-38.340118;-10.385621
Novo Triunfo;BA;-38.401374;-10.318235
Jeremoabo;BA;-38.347097;-10.068480
Sítio do Quinto;BA;-38.221325;-10.354453
Coronel João Sá;BA;-37.919825;-10.284700
Pedro Alexandre;BA;-37.893178;-10.012005
Santa Brígida;BA;-38.120935;-9.732273
Canindé de São Francisco;SE;-37.792294;-9.648823
Piranhas;AL;-37.756987;-9.623996
Olho d'Água do Casado;AL;-37.830073;-9.503573
Petrolândia;PE;-38.302664;-9.068627
Rodelas;BA;-38.779990;-8.850214
Itacuruba;PE;-38.697504;-8.822306
Floresta;PE;-38.568675;-8.603066
Paulo Afonso;BA;-38.221560;-9.398296
Glória;BA;-38.254397;-9.343822
Jatobá;PE;-38.260651;-9.174761
Tacaratu;PE;-38.150401;-9.097976
Delmiro Gouveia;AL;-37.998676;-9.385336
Pariconha;AL;-37.998751;-9.256342
Água Branca;AL;-37.937988;-9.261996
Inhapi;AL;-37.750871;-9.225936
Inajá;PE;-37.835124;-8.902058
Conde;BA;-37.613094;-11.817937
Umbaúba;SE;-37.662347;-11.380921
Indiaroba;SE;-37.514979;-11.515746
Arauá;SE;-37.620058;-11.261391
Pedrinhas;SE;-37.677490;-11.190174
Riachão do Dantas;SE;-37.730985;-11.072904
Boquim;SE;-37.619466;-11.139720
Santa Luzia do Itanhy;SE;-37.458642;-11.353596
Estância;SE;-37.448381;-11.265922
Salgado;SE;-37.480385;-11.028833
Lagarto;SE;-37.668948;-10.913628
São Domingos;SE;-37.568515;-10.791613
Pinhão;SE;-37.724246;-10.567664
Pedra Mole;SE;-37.692189;-10.613439
Campo do Brito;SE;-37.495369;-10.739248
Macambira;SE;-37.541303;-10.661871
Frei Paulo;SE;-37.527934;-10.551292
Itaporanga d'Ajuda;SE;-37.307822;-10.989955
Areia Branca;SE;-37.325063;-10.758005
Itabaiana;SE;-37.427287;-10.682555
Ribeirópolis;SE;-37.438035;-10.535669
Malhador;SE;-37.300437;-10.664926
Moita Bonita;SE;-37.351210;-10.576908
São Cristóvão;SE;-37.204360;-11.008443
Laranjeiras;SE;-37.173123;-10.798121
Nossa Senhora do Socorro;SE;-37.123113;-10.846822
Barra dos Coqueiros;SE;-37.032317;-10.899623
Santo Amaro das Brotas;SE;-37.056430;-10.789225
Riachuelo;SE;-37.196551;-10.735008
Santa Rosa de Lima;SE;-37.193123;-10.643362
Divina Pastora;SE;-37.150557;-10.678161
Siriri;SE;-37.113068;-10.596488
Maruim;SE;-37.085598;-10.730762
Rosário do Catete;SE;-37.035690;-10.690432
General Maynard;SE;-36.983758;-10.683471
Carmópolis;SE;-36.988742;-10.644869
Capela;SE;-37.062847;-10.506928
Pirambu;SE;-36.854427;-10.721516
Japaratuba;SE;-36.941765;-10.584913
Carira;SE;-37.700241;-10.352361
Monte Alegre de Sergipe;SE;-37.561605;-10.025574
Nossa Senhora Aparecida;SE;-37.451699;-10.394387
São Miguel do Aleixo;SE;-37.383560;-10.384662
Feira Nova;SE;-37.314672;-10.261645
Nossa Senhora da Glória;SE;-37.421125;-10.215809
Poço Redondo;SE;-37.683263;-9.806155
Pão de Açúcar;AL;-37.440336;-9.740325
Porto da Folha;SE;-37.284233;-9.916264
Belo Monte;AL;-37.277014;-9.822718
Senador Rui Palmeira;AL;-37.457606;-9.469865
São José da Tapera;AL;-37.383125;-9.557684
Carneiros;AL;-37.377303;-9.484762
Palestina;AL;-37.339037;-9.674928
Monteirópolis;AL;-37.250463;-9.603569
Olho d'Água das Flores;AL;-37.297093;-9.536858
São Brás;AL;-36.896529;-10.120734
Olho d'Água Grande;AL;-36.810082;-10.057167
Jacaré dos Homens;AL;-37.207636;-9.635446
Batalha;AL;-37.133014;-9.674195
Olivença;AL;-37.195441;-9.519538
Jaramataia;AL;-37.004558;-9.662243
Major Isidoro;AL;-36.992006;-9.530086
Girau do Ponciano;AL;-36.831592;-9.884041
Campo Grande;AL;-36.792608;-9.955423
Lagoa da Canoa;AL;-36.741257;-9.832909
Craíbas;AL;-36.769726;-9.617798
Mata Grande;AL;-37.732298;-9.118243
Manari;PE;-37.631298;-8.964901
Minador do Negrão;AL;-36.869553;-9.312358
